group,model,case,targets,nmse,nmse_db,median_nmse_db,p90_nmse_db,energy_weighted_nmse_db,complex_cosine,real_cosine,zero_prediction_cosines,amplitude_nmse_db,phase_aligned_nmse_db,worst_one_pct_error_share
far_los,WI,all_dense,2592,0.04009182810105698,-13.969441404044973,-18.94117814355489,-10.333536346257524,-13.8120775136133,0.9805089889816134,0.9799717175592514,0,-17.475026998769202,-14.081938700257869,0.1531864924791574
far_los,WI,all_sparse,2592,0.04406115377019134,-13.559441347506864,-18.099806969435186,-9.622863254214446,-13.470863749643208,0.9785011574581446,0.9779939689149262,0,-17.285766486232458,-13.657298802547578,0.1306064733874851
far_los,WI,csi_32,2592,0.04009432930399601,-13.969170469841355,-18.950742283586518,-10.330352747064037,-13.811777075889882,0.9805070975462657,0.9799696530818308,0,-17.474056944726705,-14.081686915583049,0.1531629387072501
far_los,WI,csi_4,2592,0.04406943881922875,-13.558624797660976,-18.08703814576278,-9.618064359578861,-13.470362612183742,0.9784977498767868,0.9779899548513342,0,-17.287101640248398,-13.656569534686403,0.1305762633504879
far_los,WI,csi_8,2592,0.04172384790391703,-13.796156464013654,-18.60664831304106,-9.965549594944278,-13.675640183430469,0.9796573580981289,0.9791269280688989,0,-17.390407389375255,-13.903134994089196,0.14010970423678937
far_los,WI,default,2592,0.040453137944289126,-13.930477845824349,-18.720291042538545,-10.258115553373264,-13.774189100234969,0.9803174791528222,0.9797755335041698,0,-17.454486497328652,-14.04259070595003,0.14845802230556038
far_los,WI,mismatched_motion,2592,0.040453137944289126,-13.930477845824349,-18.720291042538545,-10.258115553373264,-13.774189100234969,0.9803174791528222,0.9797755335041698,0,-17.454486497328652,-14.04259070595003,0.14845802230556038
far_los,WI,mismatched_rgb,2592,0.040451645678514295,-13.930638054593867,-18.71523946052688,-10.256103254561529,-13.77433532127336,0.9803178546507529,0.9797761875498957,0,-17.454621996412033,-14.0426982311282,0.14845687747831715
far_los,WI,motion_16,2592,0.040453137944289126,-13.930477845824349,-18.720291042538545,-10.258115553373264,-13.774189100234969,0.9803174791528222,0.9797755335041698,0,-17.454486497328652,-14.04259070595003,0.14845802230556038
far_los,WI,motion_2,2592,0.040453137944289126,-13.930477845824349,-18.720291042538545,-10.258115553373264,-13.774189100234969,0.9803174791528222,0.9797755335041698,0,-17.454486497328652,-14.04259070595003,0.14845802230556038
far_los,WI,offgrid_queries,2592,0.032149102326718484,-14.92831149022666,-18.88322776158209,-11.282514342150733,-14.894597722523674,0.9844492866988248,0.9840972930434408,0,-18.612860591387435,-15.019641536133356,0.14618840712785514
far_los,WI,pattern_bursty,2592,0.04113986228307935,-13.857371664526417,-18.403788975897363,-10.169969518203896,-13.702972860075825,0.9800275741397828,0.9795027637742677,0,-17.504477091151713,-13.964900365179185,0.14798903031586375
far_los,WI,pattern_gap,2592,0.04038679573349983,-13.937606021521784,-18.486670506464698,-10.406478596798873,-13.786358479773009,0.9803202709195282,0.9797887692020789,0,-17.44798166463778,-14.047975570454394,0.14733417322314646
far_los,WI,pattern_recent,2592,0.03848376463488367,-14.14722450142941,-18.202472351116377,-10.845092618373258,-14.012942912323973,0.9812167482590404,0.9807795465809936,0,-17.693250874510284,-14.242825449199305,0.1473685732494394
