group,model,query_ms,targets,nmse,nmse_db,median_nmse_db,p90_nmse_db,energy_weighted_nmse_db,complex_cosine,real_cosine,zero_prediction_cosines,amplitude_nmse_db,phase_aligned_nmse_db,worst_one_pct_error_share
near_occlusion,WI,400.0,324,1.1794314275635798,0.7167269596645713,-3.172382350496937,0.9520027638183473,-2.007903004057363,0.8303369871101933,0.5825996245806782,0,-1.3812689037286172,-0.7407961085221182,0.3199321469900703
near_occlusion,WI,500.0,324,1.2365638243680934,0.9221653707865406,-2.2951687144689856,1.484101111331437,-1.4219140959521765,0.792144113368506,0.5505872334021878,0,-1.4090589255212096,-0.5144992459988611,0.21108136199965388
near_occlusion,WMI,10.0,324,0.2562788122411306,-5.912872974721163,-13.532486802790268,-1.5715519914949974,-7.31902814930759,0.9297725744997007,0.8847763192648375,0,-9.967382158509526,-7.806778338942188,0.1832755532949054
near_occlusion,WMI,20.0,324,0.5846552065443392,-2.3310017843194535,-8.796804125726949,1.6293213417643249,-3.7740603989302506,0.8415859457517214,0.7307997982369875,0,-7.096586314562442,-4.4221842726033955,0.16477821013676375
near_occlusion,WMI,50.0,324,0.49262738179283694,-3.074814523608282,-7.2804383676634155,1.870344450965892,-4.4629610272632245,0.8952249441922251,0.7269318279838257,0,-7.266836202141534,-5.595805057463259,0.1066998418784574
near_occlusion,WMI,100.0,324,0.5758034776573033,-2.397257164589513,-5.67747426195476,1.2314035963113037,-3.8712205229638865,0.8608356751865772,0.6769542206137773,0,-5.8147844649992635,-4.484500250564652,0.13933323340430537
near_occlusion,WMI,200.0,324,0.6232577415879,-2.0533231834681183,-4.531063414942901,0.4282798683415683,-3.182067814108109,0.8715219251552884,0.6992345419777626,0,-4.443789971319576,-3.705502683199448,0.20505337448991942
near_occlusion,WMI,300.0,324,0.814291276372892,-0.8922021784551377,-4.082562158072774,0.8464044180756838,-2.697196731964641,0.8669189789507178,0.6367272983990571,0,-3.2401349459949214,-2.5685020236070617,0.2359573395497258
near_occlusion,WMI,400.0,324,0.9716635314947777,-0.12484096917989256,-3.0899805781115885,0.9545940513213048,-2.1257700085922817,0.8366305017833362,0.5979967930202909,0,-2.354202384037633,-1.6461419474762713,0.26000140910431346
near_occlusion,WMI,500.0,324,0.9838300948416489,-0.07079896735259085,-2.3916932863979086,1.037056498997106,-1.546836556250687,0.7901498690834875,0.5633299535058871,0,-2.4518335751070075,-1.5220170854723807,0.21490507129606737
